humidity,temperature,age,quantity,producttype_Extruder,producttype_Gauge Machine,producttype_Pressure Cutter,producttype_Pump,failure_risk_score,predicted_failure,environmental_risk_score,final_risk_score,maintenance_priority,maintenance_priority_weight,esg_impact_score,esg_risk_level
17.41,50.06,8,74214,1.0,0.0,0.0,0.0,0.295,0,0.2790705009662105,0.2886282003864842,Low,0.2,0.2680352504831053,Low ESG Risk
27.39,59.39,11,66127,0.0,1.0,0.0,0.0,0.195,0,0.2420826351818976,0.213833054072759,Low,0.2,0.2195413175909488,Low ESG Risk
58.64,44.37,11,29971,0.0,0.0,1.0,0.0,0.245,0,0.2744314312141526,0.256772572485661,Low,0.2,0.2507157156070763,Low ESG Risk
95.79,49.46,2,36892,0.0,0.0,0.0,1.0,0.255,0,0.3482933710062185,0.2923173484024874,Low,0.2,0.29064668550310924,Low ESG Risk
65.5,62.35,11,39336,0.0,0.0,0.0,1.0,0.185,0,0.1285337052124943,0.1624134820849977,Low,0.2,0.15976685260624715,Low ESG Risk
13.11,45.21,5,65532,0.0,0.0,1.0,0.0,0.225,0,0.0333669960834554,0.1483467984333821,Low,0.2,0.12418349804172771,Low ESG Risk
13.15,54.53,7,26175,0.0,0.0,0.0,0.0,0.335,1,0.1682392349595629,0.2682956939838252,Low,0.2,0.22461961747978146,Low ESG Risk
42.17,85.71,3,44244,0.0,0.0,1.0,0.0,0.245,0,0.2068979408195718,0.2297591763278287,Low,0.2,0.21694897040978592,Low ESG Risk
68.84,88.44,6,77290,0.0,0.0,1.0,0.0,0.195,0,0.3191815201120904,0.2446726080448361,Low,0.2,0.2580907600560452,Low ESG Risk
93.81,81.39,11,50081,0.0,0.0,0.0,1.0,0.215,0,0.1132580809636629,0.1743032323854651,Low,0.2,0.16112904048183146,Low ESG Risk
95.68,70.91,7,51112,0.0,0.0,0.0,0.0,0.4,1,0.1386680847773123,0.2954672339109249,Low,0.2,0.22933404238865615,Low ESG Risk
85.59,37.41,5,69743,0.0,0.0,0.0,1.0,0.2,0,0.2856661204312194,0.2342664481724877,Low,0.2,0.24283306021560971,Low ESG Risk
14.6,80.17,2,53813,1.0,0.0,0.0,0.0,0.18,0,0.0969501180810018,0.1467800472324007,Low,0.2,0.1424750590405009,Low ESG Risk
53.65,64.72,3,69592,0.0,0.0,1.0,0.0,0.295,0,0.0579023407649461,0.2001609363059784,Low,0.2,0.15745117038247305,Low ESG Risk
30.64,51.21,1,53106,1.0,0.0,0.0,0.0,0.04,0,0.5396024628221006,0.2398409851288402,Low,0.2,0.3218012314110503,Low ESG Risk
33.51,45.06,8,58295,0.0,0.0,1.0,0.0,0.34,1,0.4459667726660103,0.3823867090664041,Low,0.2,0.3649833863330052,Low ESG Risk
96.62,85.83,10,65308,1.0,0.0,0.0,0.0,0.385,1,0.2350326900799758,0.3250130760319903,Low,0.2,0.2730163450399879,Low ESG Risk
26.17,59.81,11,23709,0.0,1.0,0.0,0.0,0.12,0,0.212034436373764,0.1568137745495056,Low,0.2,0.18201721818688202,Low ESG Risk
23.59,90.9,9,32270,0.0,0.0,0.0,0.0,0.535,1,0.0600364396736491,0.3450145758694596,Low,0.2,0.23051821983682455,Low ESG Risk
89.23,50.41,7,79005,1.0,0.0,0.0,0.0,0.18,0,0.136137514884844,0.1624550059539375,Low,0.2,0.162068757442422,Low ESG Risk
60.4,81.49,4,36056,0.0,1.0,0.0,0.0,0.37,1,0.5175133890439215,0.4290053556175686,Medium,0.5,0.4697566945219608,Medium ESG Risk
77.24,67.73,1,50733,0.0,0.0,0.0,1.0,0.35,1,0.0624910287694425,0.234996411507777,Low,0.2,0.17624551438472125,Low ESG Risk
85.24,76.17,15,28371,0.0,1.0,0.0,0.0,0.095,0,0.0662163222196245,0.0834865288878498,Low,0.2,0.10160816110981225,Low ESG Risk
17.41,41.61,8,65618,0.0,0.0,0.0,0.0,0.29,0,0.1048662645426839,0.2159465058170735,Low,0.2,0.17943313227134194,Low ESG Risk
12.78,78.5,1,70505,0.0,0.0,0.0,0.0,0.335,1,0.6671845988713897,0.4678738395485559,Medium,0.5,0.5340922994356948,Medium ESG Risk
54.78,82.12,14,67696,0.0,0.0,1.0,0.0,0.09,0,0.3838943736580457,0.2075577494632182,Low,0.2,0.25894718682902285,Low ESG Risk
65.39,68.78,3,63303,0.0,1.0,0.0,0.0,0.235,0,0.3292693502478282,0.2727077400991313,Low,0.2,0.2751346751239141,Low ESG Risk
19.26,56.76,16,74295,0.0,0.0,1.0,0.0,0.115,0,0.2094096207727563,0.1527638483091025,Low,0.2,0.17920481038637817,Low ESG Risk
61.47,90.24,5,45256,1.0,0.0,0.0,0.0,0.09,0,0.3850663227838179,0.2080265291135271,Low,0.2,0.25953316139190896,Low ESG Risk
25.91,75.94,5,36122,0.0,1.0,0.0,0.0,0.235,0,0.1223478764486941,0.1899391505794776,Low,0.2,0.17167393822434704,Low ESG Risk
5.11,93.12,15,65819,0.0,1.0,0.0,0.0,0.275,0,0.3024290498753255,0.2859716199501302,Low,0.2,0.2737145249376628,Low ESG Risk
5.93,63.6,16,24910,0.0,0.0,1.0,0.0,0.255,0,0.6641645018873478,0.4186658007549391,Medium,0.5,0.5085822509436739,Medium ESG Risk
83.63,71.07,16,74238,0.0,0.0,0.0,0.0,0.29,0,0.7481566012382836,0.4732626404953134,Medium,0.5,0.5610783006191418,Medium ESG Risk
48.94,70.56,16,44591,0.0,1.0,0.0,0.0,0.245,0,0.0074960432230552,0.149998417289222,Low,0.2,0.1172480216115276,Low ESG Risk
81.5,86.5,7,29520,0.0,1.0,0.0,0.0,0.19,0,0.1791990122395071,0.1856796048958028,Low,0.2,0.18659950611975354,Low ESG Risk
87.66,86.53,9,60027,1.0,0.0,0.0,0.0,0.265,0,0.1339307255484968,0.2125722902193987,Low,0.2,0.1864653627742484,Low ESG Risk
21.46,79.05,4,24104,0.0,0.0,0.0,1.0,0.475,1,0.3522861541603461,0.4259144616641384,Medium,0.5,0.418643077080173,Medium ESG Risk
23.08,37.73,15,78511,0.0,1.0,0.0,0.0,0.175,0,0.2523505666069333,0.2059402266427733,Low,0.2,0.21867528330346664,Low ESG Risk
74.35,45.53,7,77324,0.0,0.0,1.0,0.0,0.175,0,0.7564842087118959,0.4075936834847584,Medium,0.5,0.5307421043559479,Medium ESG Risk
40.58,94.35,13,49656,1.0,0.0,0.0,0.0,0.135,0,0.5710430404371581,0.3094172161748633,Low,0.2,0.36602152021857903,Low ESG Risk
38.05,64.1,7,77786,0.0,0.0,0.0,0.0,0.39,1,0.3139340486182955,0.3595736194473182,Low,0.2,0.3139670243091478,Low ESG Risk
86.49,52.09,10,63534,0.0,0.0,1.0,0.0,0.14,0,0.3601359910989624,0.2280543964395849,Low,0.2,0.26206799554948124,Low ESG Risk
39.3,39.96,5,46470,0.0,0.0,0.0,0.0,0.37,1,0.1392721097841336,0.2777088439136534,Low,0.2,0.2206360548920668,Low ESG Risk
46.07,88.22,14,23555,0.0,1.0,0.0,0.0,0.195,0,0.19728609339319,0.1959144373572759,Low,0.2,0.19714304669659502,Low ESG Risk
60.34,64.78,12,61263,0.0,0.0,1.0,0.0,0.285,0,0.1101425831596435,0.2150570332638574,Low,0.2,0.18057129157982174,Low ESG Risk
39.32,49.79,6,27381,0.0,0.0,0.0,0.0,0.085,0,0.1625997230353442,0.1160398892141376,Low,0.2,0.1467998615176721,Low ESG Risk
36.73,87.11,1,53918,1.0,0.0,0.0,0.0,0.235,0,0.6149582297777713,0.3869832919111085,Low,0.2,0.4179791148888856,Medium ESG Risk
51.12,75.51,12,78992,1.0,0.0,0.0,0.0,0.1,0,0.3044712049400099,0.1817884819760039,Low,0.2,0.22223560247000496,Low ESG Risk
42.14,37.04,17,50114,0.0,1.0,0.0,0.0,0.175,0,0.2631157302721995,0.2102462921088798,Low,0.2,0.22405786513609974,Low ESG Risk
19.63,67.44,5,44183,0.0,0.0,0.0,1.0,0.31,1,0.2068979408195718,0.2687591763278287,Low,0.2,0.2364489704097859,Low ESG Risk
42.57,79.75,9,57719,0.0,0.0,1.0,0.0,0.245,0,0.1737890965187715,0.2165156386075086,Low,0.2,0.20039454825938577,Low ESG Risk
22.4,53.44,14,70845,0.0,1.0,0.0,0.0,0.13,0,0.2796977746360833,0.1898791098544333,Low,0.2,0.21884888731804167,Low ESG Risk
22.9,45.15,11,61788,0.0,1.0,0.0,0.0,0.45,1,0.5905671020411243,0.5062268408164498,Medium,0.5,0.5302835510205621,Medium ESG Risk
64.41,68.7,10,60322,0.0,0.0,0.0,0.0,0.4,1,0.2094096207727563,0.3237638483091025,Low,0.2,0.26470481038637816,Low ESG Risk
10.13,44.82,6,69137,1.0,0.0,0.0,0.0,0.445,1,0.3647269271402372,0.4128907708560949,Medium,0.5,0.4158634635701186,Medium ESG Risk
67.03,55.09,14,33528,0.0,1.0,0.0,0.0,0.05,0,0.1476400573440464,0.0890560229376185,Low,0.2,0.1288200286720232,Low ESG Risk
39.85,62.15,13,62256,1.0,0.0,0.0,0.0,0.17,0,0.3053046770720907,0.2241218708288362,Low,0.2,0.24365233853604537,Low ESG Risk
58.22,52.27,2,44431,1.0,0.0,0.0,0.0,0.215,0,0.0561172882794201,0.151446915311768,Low,0.2,0.13255864413971005,Low ESG Risk
44.84,49.16,11,48100,0.0,0.0,0.0,1.0,0.1,0,0.542846466100582,0.2771385864402328,Low,0.2,0.341423233050291,Low ESG Risk
5.56,68.63,8,64161,0.0,0.0,0.0,0.0,0.37,1,0.3533766490537968,0.3633506596215187,Low,0.2,0.32768832452689844,Low ESG Risk
33.15,42.61,6,31562,0.0,0.0,0.0,1.0,0.435,1,0.213377502029461,0.3463510008117844,Low,0.2,0.2771887510147305,Low ESG Risk
81.0,48.75,16,38790,1.0,0.0,0.0,0.0,0.21,0,0.2088630300392077,0.2095452120156831,Low,0.2,0.20743151501960386,Low ESG Risk
13.48,92.16,15,76006,0.0,0.0,0.0,0.0,0.355,1,0.2995130664440893,0.3328052265776357,Low,0.2,0.2962565332220447,Low ESG Risk
66.08,44.84,14,55628,1.0,0.0,0.0,0.0,0.26,0,0.281197614274006,0.2684790457096024,Low,0.2,0.258598807137003,Low ESG Risk
44.61,89.53,15,33333,0.0,0.0,0.0,1.0,0.29,0,0.1601252168633192,0.2380500867453276,Low,0.2,0.2070626084316596,Low ESG Risk
45.6,70.5,12,41653,1.0,0.0,0.0,0.0,0.325,1,0.1711432021535617,0.2634572808614247,Low,0.2,0.22307160107678087,Low ESG Risk
28.48,47.99,13,77164,0.0,0.0,0.0,1.0,0.155,0,0.3174676844070168,0.2199870737628067,Low,0.2,0.24523384220350838,Low ESG Risk
46.14,59.92,10,70983,0.0,0.0,1.0,0.0,0.085,0,0.4611974495097612,0.2354789798039044,Low,0.2,0.29609872475488064,Low ESG Risk
73.96,46.7,6,68293,1.0,0.0,0.0,0.0,0.21,0,0.164034326674949,0.1916137306699796,Low,0.2,0.1850171633374745,Low ESG Risk
35.46,36.35,10,74401,0.0,0.0,0.0,0.0,0.395,1,0.2992353865637448,0.3566941546254979,Low,0.2,0.30811769328187244,Low ESG Risk
28.89,50.14,6,69358,0.0,1.0,0.0,0.0,0.185,0,0.1587607953576198,0.1745043181430479,Low,0.2,0.17488039767880992,Low ESG Risk
49.86,35.88,14,68038,1.0,0.0,0.0,0.0,0.18,0,0.2037724685059059,0.1895089874023623,Low,0.2,0.19588623425295296,Low ESG Risk
57.89,64.29,3,77863,0.0,0.0,0.0,1.0,0.39,1,0.2629066657865491,0.3391626663146196,Low,0.2,0.28845333289327457,Low ESG Risk
63.74,35.45,12,27102,0.0,0.0,0.0,0.0,0.085,0,0.627732451812222,0.3020929807248888,Low,0.2,0.379366225906111,Low ESG Risk
20.52,77.1,4,47694,0.0,1.0,0.0,0.0,0.36,1,0.136092448765483,0.2704369795061931,Low,0.2,0.2160462243827415,Low ESG Risk
83.72,54.63,12,61483,1.0,0.0,0.0,0.0,0.1,0,0.1615181970156029,0.1246072788062411,Low,0.2,0.15075909850780145,Low ESG Risk
77.09,61.06,8,38240,0.0,0.0,0.0,0.0,0.14,0,0.1461292200564541,0.1424516880225816,Low,0.2,0.15506461002822705,Low ESG Risk
30.09,67.09,2,70847,0.0,0.0,0.0,1.0,0.22,0,0.1101442404742305,0.1760576961896922,Low,0.2,0.16107212023711526,Low ESG Risk
33.91,94.61,1,79482,0.0,0.0,0.0,1.0,0.235,0,0.9546891796287196,0.5228756718514879,Medium,0.5,0.6478445898143598,Medium ESG Risk
41.72,48.8,10,45082,0.0,0.0,1.0,0.0,0.09,0,0.0510997536429145,0.0744399014571658,Low,0.2,0.09254987682145725,Low ESG Risk
74.29,56.35,16,30349,1.0,0.0,0.0,0.0,0.125,0,0.0901971111434473,0.1110788444573789,Low,0.2,0.12259855557172367,Low ESG Risk
61.73,85.06,3,66089,0.0,0.0,1.0,0.0,0.25,0,0.2642420499913685,0.2556968199965474,Low,0.2,0.24712102499568425,Low ESG Risk
28.21,41.83,2,75504,1.0,0.0,0.0,0.0,0.17,0,0.1943341771402446,0.1797336708560978,Low,0.2,0.1881670885701223,Low ESG Risk
47.29,54.39,9,24735,1.0,0.0,0.0,0.0,0.225,0,0.0561172882794201,0.157446915311768,Low,0.2,0.13555864413971005,Low ESG Risk
83.97,73.97,5,56983,0.0,0.0,0.0,0.0,0.215,0,0.1154674076030518,0.1751869630412207,Low,0.2,0.1622337038015259,Low ESG Risk
29.92,44.7,1,44933,0.0,0.0,0.0,1.0,0.11,0,0.126307640546317,0.1165230562185268,Low,0.2,0.1361538202731585,Low ESG Risk
54.53,41.19,14,66124,0.0,0.0,0.0,1.0,0.22,0,0.2583285451678187,0.2353314180671274,Low,0.2,0.23516427258390937,Low ESG Risk
29.55,48.45,12,46210,1.0,0.0,0.0,0.0,0.12,0,0.3427476081168552,0.209099043246742,Low,0.2,0.2473738040584276,Low ESG Risk
33.38,46.43,16,52281,0.0,0.0,0.0,0.0,0.12,0,0.4913781821419367,0.2685512728567746,Low,0.2,0.3216890910709683,Low ESG Risk
62.83,37.38,17,49743,0.0,1.0,0.0,0.0,0.15,0,0.5643436540725433,0.3157374616290173,Low,0.2,0.3671718270362716,Low ESG Risk
20.33,89.67,10,47017,0.0,0.0,0.0,1.0,0.25,0,0.0563862751887554,0.1725545100755021,Low,0.2,0.1431931375943777,Low ESG Risk
56.25,72.85,7,26500,0.0,0.0,0.0,0.0,0.25,0,0.3373724248496264,0.2849489699398505,Low,0.2,0.2836862124248132,Low ESG Risk
14.27,53.69,12,34703,0.0,1.0,0.0,0.0,0.155,0,0.0821305303970076,0.125852212158803,Low,0.2,0.1275652651985038,Low ESG Risk
61.05,62.04,11,23773,0.0,1.0,0.0,0.0,0.11,0,0.0251838321352006,0.0760735328540802,Low,0.2,0.0855919160676003,Low ESG Risk
51.35,61.65,4,28627,1.0,0.0,0.0,0.0,0.12,0,0.0604370078465899,0.0961748031386359,Low,0.2,0.10621850392329496,Low ESG Risk
75.51,84.68,12,56399,1.0,0.0,0.0,0.0,0.205,0,0.4809730279691789,0.3153892111876715,Low,0.2,0.34198651398458946,Low ESG Risk
38.78,47.08,13,68195,0.0,1.0,0.0,0.0,0.4,1,0.3714288644653214,0.3885715457861285,Low,0.2,0.34571443223266074,Low ESG Risk
98.07,58.46,6,33568,0.0,1.0,0.0,0.0,0.22,0,0.2224441615173648,0.2209776646069459,Low,0.2,0.2172220807586824,Low ESG Risk
64.36,45.12,6,73488,0.0,0.0,1.0,0.0,0.33,1,0.3000093376463607,0.3180037350585443,Low,0.2,0.2890046688231803,Low ESG Risk
65.1,66.21,2,73302,1.0,0.0,0.0,0.0,0.115,0,0.2137464579074098,0.1544985831629639,Low,0.2,0.18137322895370492,Low ESG Risk
56.76,36.21,16,60921,0.0,0.0,0.0,1.0,0.175,0,0.198391060091893,0.1843564240367572,Low,0.2,0.1916955300459465,Low ESG Risk
24.66,72.46,7,34817,0.0,0.0,0.0,0.0,0.165,0,0.6782450472727125,0.370298018909085,Low,0.2,0.4286225236363562,Medium ESG Risk
41.02,41.84,6,75434,0.0,0.0,0.0,0.0,0.24,0,0.1601252168633192,0.2080500867453276,Low,0.2,0.1920626084316596,Low ESG Risk
81.53,70.79,17,62735,0.0,1.0,0.0,0.0,0.165,0,0.3796206915210751,0.25084827660843,Low,0.2,0.2793103457605376,Low ESG Risk
39.43,37.29,12,66171,0.0,0.0,0.0,0.0,0.235,0,0.2673918910851184,0.2479567564340473,Low,0.2,0.24419594554255922,Low ESG Risk
9.6,63.34,3,26450,0.0,0.0,0.0,1.0,0.32,1,0.0659638692379065,0.2183855476951626,Low,0.2,0.16898193461895325,Low ESG Risk
13.34,83.22,3,48266,0.0,0.0,1.0,0.0,0.265,0,0.2292936221557451,0.2507174488622981,Low,0.2,0.23414681107787258,Low ESG Risk
48.88,39.2,16,77596,0.0,0.0,0.0,1.0,0.35,1,0.1125894780960146,0.2550357912384058,Low,0.2,0.2012947390480073,Low ESG Risk
95.33,84.14,7,66390,0.0,0.0,1.0,0.0,0.4,1,0.0714115655655393,0.2685646262262157,Low,0.2,0.19570578278276965,Low ESG Risk
61.75,80.94,13,26348,0.0,0.0,0.0,0.0,0.335,1,0.2076581511919937,0.2840632604767975,Low,0.2,0.24432907559599687,Low ESG Risk
61.9,80.3,3,48373,0.0,1.0,0.0,0.0,0.31,1,0.2799087493243302,0.2979634997297321,Low,0.2,0.2729543746621651,Low ESG Risk
24.04,90.32,13,24124,0.0,0.0,0.0,1.0,0.11,0,0.1762515611419938,0.1365006244567975,Low,0.2,0.1611257805709969,Low ESG Risk
7.9,68.16,8,31399,0.0,0.0,0.0,1.0,0.215,0,0.1527797925299724,0.1901119170119889,Low,0.2,0.18088989626498622,Low ESG Risk
97.98,75.41,12,33620,0.0,0.0,1.0,0.0,0.47,1,0.0726992107563867,0.3110796843025546,Low,0.2,0.21734960537819334,Low ESG Risk
47.13,79.47,5,33203,0.0,0.0,0.0,1.0,0.16,0,0.1880296031795885,0.1712118412718354,Low,0.2,0.18201480158979425,Low ESG Risk
6.08,72.38,5,40770,0.0,0.0,1.0,0.0,0.135,0,0.1502755739061229,0.1411102295624491,Low,0.2,0.15563778695306146,Low ESG Risk
75.53,39.87,17,69199,0.0,0.0,0.0,1.0,0.185,0,0.3752446443152569,0.2610978577261028,Low,0.2,0.28312232215762845,Low ESG Risk
80.53,75.68,14,24248,0.0,0.0,0.0,0.0,0.345,1,0.3851186820360029,0.3610474728144012,Low,0.2,0.3360593410180015,Low ESG Risk
59.58,46.43,14,65496,0.0,0.0,0.0,0.0,0.32,1,0.1962600114918856,0.2705040045967543,Low,0.2,0.2341300057459428,Low ESG Risk
91.08,86.82,3,55630,0.0,0.0,0.0,0.0,0.2,0,0.3374032161879192,0.2549612864751677,Low,0.2,0.2687016080939596,Low ESG Risk
91.24,75.04,7,65343,0.0,0.0,0.0,0.0,0.35,1,0.2413395737381955,0.3065358294952782,Low,0.2,0.26566978686909776,Low ESG Risk
5.28,70.35,7,78746,0.0,0.0,1.0,0.0,0.135,0,0.0902030499070239,0.1170812199628095,Low,0.2,0.12560152495351196,Low ESG Risk
58.2,59.97,12,30586,0.0,0.0,1.0,0.0,0.165,0,0.5582847885205487,0.3223139154082195,Low,0.2,0.36864239426027434,Low ESG Risk
12.4,52.66,5,57177,0.0,0.0,0.0,0.0,0.215,0,0.2870112480158467,0.2438044992063386,Low,0.2,0.24800562400792336,Low ESG Risk
13.66,80.09,13,53036,0.0,0.0,0.0,1.0,0.08,0,0.0816394644225984,0.0806557857690393,Low,0.2,0.1048197322112992,Low ESG Risk
92.7,66.27,14,51764,0.0,0.0,0.0,1.0,0.31,1,0.7340933197575213,0.4796373279030085,Medium,0.5,0.5600466598787607,Medium ESG Risk
98.15,94.06,7,29832,0.0,1.0,0.0,0.0,0.21,0,0.1161513984270085,0.1724605593708034,Low,0.2,0.16107569921350426,Low ESG Risk
70.46,46.05,10,40176,0.0,0.0,0.0,0.0,0.16,0,0.6533463047858664,0.3573385219143465,Low,0.2,0.41467315239293323,Medium ESG Risk
72.07,81.11,7,57568,1.0,0.0,0.0,0.0,0.405,1,0.0756920681159896,0.2732768272463958,Low,0.2,0.1993460340579948,Low ESG Risk
43.87,77.67,8,28648,0.0,1.0,0.0,0.0,0.435,1,0.1411915586453717,0.3174766234581487,Low,0.2,0.24109577932268586,Low ESG Risk
28.29,69.35,7,46456,0.0,0.0,0.0,0.0,0.335,1,0.0810522646690668,0.2334209058676267,Low,0.2,0.1810261323345334,Low ESG Risk
45.61,49.27,5,27428,0.0,0.0,0.0,0.0,0.165,0,0.4441990264234898,0.2766796105693959,Low,0.2,0.31159951321174495,Low ESG Risk
50.82,44.51,5,59157,0.0,0.0,0.0,1.0,0.325,1,0.6311937102859778,0.4474774841143911,Medium,0.5,0.5130968551429889,Medium ESG Risk
64.45,44.37,5,76645,0.0,1.0,0.0,0.0,0.375,1,0.0554531228102773,0.2471812491241109,Low,0.2,0.18022656140513865,Low ESG Risk
77.56,93.49,8,59081,0.0,1.0,0.0,0.0,0.335,1,0.4382734653006399,0.376309386120256,Low,0.2,0.3596367326503199,Low ESG Risk
92.76,67.57,4,44113,0.0,0.0,1.0,0.0,0.37,1,0.2418091212523866,0.3187236485009546,Low,0.2,0.2719045606261933,Low ESG Risk
18.99,49.77,10,26209,1.0,0.0,0.0,0.0,0.13,0,0.227893693444537,0.1691574773778148,Low,0.2,0.1929468467222685,Low ESG Risk
9.57,70.6,12,71212,0.0,0.0,0.0,1.0,0.275,0,0.2564112003229665,0.2675644801291866,Low,0.2,0.25070560016148324,Low ESG Risk
89.66,75.65,1,79179,0.0,0.0,0.0,1.0,0.33,1,0.1339952980672509,0.2515981192269004,Low,0.2,0.20599764903362547,Low ESG Risk
55.76,78.04,4,58985,1.0,0.0,0.0,0.0,0.345,1,0.1409545983274988,0.2633818393309995,Low,0.2,0.21397729916374938,Low ESG Risk
80.68,79.08,4,41799,0.0,0.0,0.0,1.0,0.115,0,0.1706726081989257,0.1372690432795703,Low,0.2,0.15983630409946287,Low ESG Risk
64.94,76.33,8,45886,0.0,0.0,1.0,0.0,0.15,0,0.384817532956808,0.2439270131827232,Low,0.2,0.27740876647840396,Low ESG Risk
17.68,74.97,6,39214,0.0,0.0,0.0,0.0,0.225,0,0.2131756351630085,0.2202702540652034,Low,0.2,0.21408781758150427,Low ESG Risk
98.66,78.72,15,78177,0.0,0.0,1.0,0.0,0.385,1,0.5741090098458425,0.460643603938337,Medium,0.5,0.5025545049229212,Medium ESG Risk
26.05,52.47,8,40160,0.0,0.0,0.0,1.0,0.43,1,0.4708250836604506,0.4463300334641802,Medium,0.5,0.4644125418302253,Medium ESG Risk
40.52,63.0,14,55014,0.0,0.0,0.0,1.0,0.04,0,0.1078571987258796,0.0671428794903518,Low,0.2,0.1059285993629398,Low ESG Risk
21.18,55.81,6,56786,1.0,0.0,0.0,0.0,0.22,0,0.1665936328826191,0.1986374531530476,Low,0.2,0.18929681644130955,Low ESG Risk
50.79,52.96,10,47080,0.0,0.0,0.0,0.0,0.285,0,0.287762864957149,0.2861051459828596,Low,0.2,0.2693814324785745,Low ESG Risk
92.18,88.06,9,48800,0.0,1.0,0.0,0.0,0.25,0,0.1765281583159294,0.2206112633263717,Low,0.2,0.2032640791579647,Low ESG Risk
29.91,67.81,16,41751,1.0,0.0,0.0,0.0,0.105,0,0.1629687492204901,0.128187499688196,Low,0.2,0.15298437461024506,Low ESG Risk
57.44,67.99,4,48931,0.0,1.0,0.0,0.0,0.285,0,0.1698368486576081,0.2389347394630432,Low,0.2,0.21041842432880406,Low ESG Risk
64.75,41.29,13,37395,0.0,0.0,0.0,1.0,0.37,1,0.6478551641807264,0.4811420656722905,Medium,0.5,0.5349275820903632,Medium ESG Risk
5.14,38.98,12,37650,0.0,0.0,0.0,0.0,0.16,0,0.1454674413601951,0.154186976544078,Low,0.2,0.16073372068009756,Low ESG Risk
44.45,58.97,9,69115,0.0,1.0,0.0,0.0,0.28,0,0.5261378138538801,0.3784551255415521,Low,0.2,0.38706890692694007,Low ESG Risk
94.39,62.44,15,73894,0.0,0.0,0.0,0.0,0.495,1,0.3148803090083855,0.4229521236033542,Medium,0.5,0.40594015450419274,Medium ESG Risk
56.03,66.58,13,26923,0.0,0.0,0.0,1.0,0.105,0,0.4623273132958525,0.247930925318341,Low,0.2,0.30266365664792627,Low ESG Risk
79.61,75.97,15,31445,0.0,1.0,0.0,0.0,0.105,0,0.3089199909614128,0.1865679963845651,Low,0.2,0.22595999548070642,Low ESG Risk
22.35,59.3,4,51637,0.0,0.0,0.0,1.0,0.555,1,0.3080641632540801,0.456225665301632,Medium,0.5,0.42053208162704003,Medium ESG Risk
35.61,65.98,9,26127,0.0,1.0,0.0,0.0,0.24,0,0.329950817589934,0.2759803270359736,Low,0.2,0.27697540879496696,Low ESG Risk
97.77,77.43,9,38065,0.0,1.0,0.0,0.0,0.195,0,0.2028211955202782,0.1981284782081112,Low,0.2,0.1999105977601391,Low ESG Risk
14.75,64.62,13,38137,0.0,0.0,0.0,0.0,0.155,0,0.08745428975752,0.127981715903008,Low,0.2,0.13022714487876,Low ESG Risk
83.65,61.06,12,69739,0.0,1.0,0.0,0.0,0.245,0,0.0615634757585133,0.1716253903034053,Low,0.2,0.14428173787925666,Low ESG Risk
86.23,83.7,8,34170,0.0,0.0,0.0,1.0,0.275,0,0.3753111182798403,0.3151244473119361,Low,0.2,0.3101555591399202,Low ESG Risk
43.71,57.11,12,61357,0.0,0.0,0.0,1.0,0.06,0,0.0776192852969898,0.0670477141187959,Low,0.2,0.09680964264849491,Low ESG Risk
22.66,50.36,17,61428,0.0,1.0,0.0,0.0,0.17,0,0.2734390076835669,0.2113756030734267,Low,0.2,0.22771950384178344,Low ESG Risk
44.29,38.3,3,76972,0.0,0.0,0.0,0.0,0.34,1,0.2492114286712018,0.3036845714684807,Low,0.2,0.2666057143356009,Low ESG Risk
87.78,46.97,3,24307,1.0,0.0,0.0,0.0,0.33,1,0.1974834160602893,0.2769933664241157,Low,0.2,0.23774170803014466,Low ESG Risk
60.1,61.49,5,33615,0.0,0.0,0.0,0.0,0.24,0,0.4020918259932276,0.3048367303972911,Low,0.2,0.3130459129966138,Low ESG Risk
57.27,93.92,5,45872,0.0,0.0,0.0,0.0,0.16,0,0.4725366372627963,0.2850146549051185,Low,0.2,0.32426831863139816,Low ESG Risk
58.49,55.84,11,76009,0.0,1.0,0.0,0.0,0.155,0,0.2924286255022557,0.2099714502009022,Low,0.2,0.23271431275112783,Low ESG Risk
11.18,38.37,11,55110,0.0,0.0,0.0,0.0,0.26,0,0.1228948223955944,0.2051579289582377,Low,0.2,0.1794474111977972,Low ESG Risk
77.42,85.51,11,69407,0.0,0.0,1.0,0.0,0.345,1,0.3824861023483712,0.3599944409393485,Low,0.2,0.33474305117418557,Low ESG Risk
97.99,56.07,5,30999,0.0,1.0,0.0,0.0,0.185,0,0.2590675943772755,0.2146270377509102,Low,0.2,0.22503379718863775,Low ESG Risk
69.2,93.04,12,53850,0.0,1.0,0.0,0.0,0.295,0,0.6422279444769302,0.4338911777907721,Medium,0.5,0.509613972238465,Medium ESG Risk
14.13,79.35,4,63870,1.0,0.0,0.0,0.0,0.19,0,0.3541129600923073,0.2556451840369229,Low,0.2,0.2740564800461537,Low ESG Risk
16.87,39.24,9,51265,0.0,1.0,0.0,0.0,0.58,1,0.2693066806123432,0.4557226722449372,Medium,0.5,0.4086533403061716,Medium ESG Risk
45.23,92.73,12,79514,0.0,1.0,0.0,0.0,0.425,1,0.7484057612864959,0.5543623045145984,Medium,0.5,0.601702880643248,Medium ESG Risk
