humidity,temperature,age,quantity,producttype_Extruder,producttype_Gauge Machine,producttype_Pressure Cutter,producttype_Pump,failure_risk_score,predicted_failure,environmental_risk_score,final_risk_score,maintenance_priority,esg_impact_score,esg_impact_level
44.28,58.47,2,48858,0.0,0.0,0.0,1.0,0.235,0,0.5230596545417536,0.3502238618167014,Low,0.4078357927250522,Medium ESG Impact
36.09,40.96,4,77666,0.0,0.0,0.0,0.0,0.355,1,0.1174069488791447,0.2599627795516578,Low,0.2124441693274868,Low ESG Impact
7.11,93.37,12,31558,0.0,1.0,0.0,0.0,0.155,0,0.2937469399867263,0.2104987759946905,Low,0.23824816399203577,Low ESG Impact
35.82,54.83,5,69277,0.0,0.0,1.0,0.0,0.275,0,0.1043278072503646,0.2067311229001458,Low,0.17259668435021877,Low ESG Impact
89.32,87.83,11,78775,0.0,1.0,0.0,0.0,0.4,1,0.1972606455323553,0.3189042582129421,Low,0.2783563873194132,Low ESG Impact
83.06,77.94,16,62608,0.0,0.0,1.0,0.0,0.28,0,0.224018418281016,0.2576073673124064,Low,0.24641105096860963,Low ESG Impact
55.07,71.93,16,43239,0.0,0.0,1.0,0.0,0.365,1,0.0852747753426774,0.2531099101370709,Low,0.19716486520560644,Low ESG Impact
56.8,73.44,16,44366,1.0,0.0,0.0,0.0,0.175,0,0.1786545558180955,0.1764618223272382,Low,0.1771927334908573,Low ESG Impact
9.53,70.93,12,30141,0.0,0.0,1.0,0.0,0.34,1,0.1005633871931958,0.2442253548772783,Low,0.19633803231591748,Low ESG Impact
9.64,72.22,6,55600,0.0,0.0,0.0,1.0,0.085,0,0.198302442554861,0.1303209770219444,Low,0.1529814655329166,Low ESG Impact
18.61,75.41,10,40201,0.0,0.0,0.0,0.0,0.115,0,0.2975678064105573,0.1880271225642229,Low,0.22454068384633438,Low ESG Impact
14.22,44.07,3,47692,1.0,0.0,0.0,0.0,0.42,1,0.1419182357618481,0.3087672943047392,Low,0.25315094145710887,Low ESG Impact
31.29,62.4,7,74583,0.0,0.0,1.0,0.0,0.21,0,0.1926848726440828,0.2030739490576331,Low,0.19961092358644966,Low ESG Impact
36.96,84.66,10,77190,0.0,1.0,0.0,0.0,0.415,1,0.0756441157567017,0.2792576463026806,Low,0.21138646945402104,Low ESG Impact
76.55,55.17,2,57371,0.0,1.0,0.0,0.0,0.205,0,0.0444845808644561,0.1407938323457824,Low,0.10869074851867366,Low ESG Impact
20.03,83.55,6,63723,0.0,1.0,0.0,0.0,0.185,0,0.8006905379780801,0.431276215191232,Medium,0.554414322786848,Medium ESG Impact
90.24,89.14,11,39585,0.0,1.0,0.0,0.0,0.3,1,0.1402840059108142,0.2361136023643256,Low,0.20417040354648852,Low ESG Impact
31.82,70.67,11,79358,0.0,0.0,0.0,0.0,0.43,1,0.2770408975299236,0.3688163590119694,Low,0.3382245385179542,Low ESG Impact
9.83,54.59,8,44026,0.0,0.0,0.0,0.0,0.315,1,0.3944461234927349,0.3467784493970939,Low,0.36266767409564094,Low ESG Impact
25.82,47.68,12,50204,0.0,0.0,0.0,0.0,0.225,0,0.079626224134659,0.1668504896538636,Low,0.13777573448079541,Low ESG Impact
38.33,81.09,9,53456,0.0,0.0,0.0,0.0,0.46,1,0.1604444015948516,0.3401777606379407,Low,0.280266640956911,Low ESG Impact
61.0,75.25,7,37112,0.0,1.0,0.0,0.0,0.325,1,0.2607499754875907,0.2992999901950363,Low,0.2864499852925544,Low ESG Impact
35.44,74.15,15,74808,1.0,0.0,0.0,0.0,0.125,0,0.3824626031033262,0.2279850412413305,Low,0.2794775618619957,Low ESG Impact
83.23,88.65,1,48269,0.0,0.0,0.0,0.0,0.27,0,0.1690238373666884,0.2296095349466753,Low,0.20941430242001308,Low ESG Impact
91.86,52.71,12,64773,0.0,0.0,0.0,0.0,0.41,1,0.2738312711993368,0.3555325084797347,Low,0.3282987627196021,Low ESG Impact
96.03,89.78,15,36921,0.0,0.0,0.0,0.0,0.12,0,0.2889202648661156,0.1875681059464462,Low,0.22135215891966936,Low ESG Impact
73.07,51.45,10,73012,0.0,0.0,0.0,1.0,0.135,0,0.5543329394486333,0.3027331757794533,Low,0.3865997636691799,Low ESG Impact
32.36,72.64,9,63225,0.0,1.0,0.0,0.0,0.145,0,0.2321746689040849,0.1798698675616339,Low,0.19730480134245093,Low ESG Impact
11.63,49.88,12,33131,0.0,1.0,0.0,0.0,0.3,1,0.3920840068356591,0.3368336027342636,Low,0.3552504041013954,Low ESG Impact
62.27,85.2,12,61391,0.0,1.0,0.0,0.0,0.52,1,0.2372249741512488,0.4068899896604995,Medium,0.3503349844907493,Low ESG Impact
48.05,88.79,15,33749,0.0,0.0,1.0,0.0,0.485,1,0.0662527389932957,0.3175010955973182,Low,0.23375164339597743,Low ESG Impact
52.27,68.33,6,61050,0.0,1.0,0.0,0.0,0.24,0,0.1048465772248014,0.1859386308899205,Low,0.15890794633488084,Low ESG Impact
19.15,89.67,5,49013,0.0,1.0,0.0,0.0,0.255,0,0.496758166514047,0.3517032666056188,Low,0.40005489990842813,Medium ESG Impact
60.35,37.26,3,39080,0.0,0.0,0.0,1.0,0.375,1,0.2937469399867263,0.3424987759946905,Low,0.3262481639920358,Low ESG Impact
37.73,69.43,8,66381,0.0,0.0,0.0,0.0,0.19,0,0.5154206143513571,0.3201682457405428,Low,0.38525236861081424,Low ESG Impact
98.35,47.43,6,69179,1.0,0.0,0.0,0.0,0.315,1,0.0471710674814352,0.207868426992574,Low,0.1543026404888611,Low ESG Impact
48.11,62.25,1,46592,0.0,0.0,0.0,0.0,0.14,0,0.5804277167011654,0.3161710866804662,Low,0.4042566300206992,Medium ESG Impact
62.58,35.62,9,73182,0.0,0.0,1.0,0.0,0.44,1,0.2153386454327243,0.3501354581730897,Low,0.3052031872596346,Low ESG Impact
32.61,69.35,14,62282,0.0,0.0,0.0,0.0,0.155,0,0.2989743293750162,0.2125897317500065,Low,0.24138459762500972,Low ESG Impact
99.52,72.94,5,75037,1.0,0.0,0.0,0.0,0.135,0,0.3075013466563108,0.2040005386625243,Low,0.23850080799378648,Low ESG Impact
98.07,61.92,4,56838,0.0,0.0,0.0,0.0,0.34,1,0.155251245472421,0.2661004981889684,Low,0.2291507472834526,Low ESG Impact
29.1,78.4,3,78060,0.0,0.0,0.0,0.0,0.38,1,0.095877883111558,0.2663511532446231,Low,0.20952672986693482,Low ESG Impact
6.19,46.22,10,72295,0.0,0.0,0.0,1.0,0.355,1,0.557388404214476,0.4359553616857904,Medium,0.47643304252868557,Medium ESG Impact
44.12,40.04,8,34078,0.0,0.0,0.0,0.0,0.205,0,0.2439849967156191,0.2205939986862476,Low,0.22839099802937146,Low ESG Impact
52.67,69.35,9,65984,0.0,0.0,1.0,0.0,0.205,0,0.1304682007031437,0.1751872802812574,Low,0.1602809204218862,Low ESG Impact
97.43,93.83,16,35270,0.0,0.0,1.0,0.0,0.32,1,0.2559217299716737,0.2943686919886695,Low,0.28155303798300424,Low ESG Impact
28.38,84.15,17,35894,0.0,0.0,1.0,0.0,0.555,1,0.0649194919779068,0.3589677967911627,Low,0.2609516951867441,Low ESG Impact
14.89,38.67,17,71155,0.0,1.0,0.0,0.0,0.27,0,0.4548170672110075,0.343926826884403,Low,0.38089024032660446,Low ESG Impact
86.77,73.35,6,55490,0.0,0.0,0.0,0.0,0.23,0,0.1254438597089353,0.1881775438835741,Low,0.16726631582536117,Low ESG Impact
10.91,78.94,14,24904,0.0,0.0,1.0,0.0,0.33,1,0.095877883111558,0.2363511532446232,Low,0.1895267298669348,Low ESG Impact
23.9,90.16,14,59718,1.0,0.0,0.0,0.0,0.165,0,0.0630022389108463,0.1242008955643385,Low,0.10380134334650779,Low ESG Impact
30.66,94.04,10,70363,1.0,0.0,0.0,0.0,0.115,0,0.1253855222372362,0.1191542088948944,Low,0.12123131334234172,Low ESG Impact
78.32,46.86,7,54111,0.0,0.0,0.0,0.0,0.195,0,0.3655186168048024,0.263207446721921,Low,0.29731117008288144,Low ESG Impact
51.37,74.93,12,57672,0.0,0.0,1.0,0.0,0.215,0,0.1405172736192877,0.1852069094477151,Low,0.17031036417157264,Low ESG Impact
88.84,87.08,16,24100,0.0,0.0,1.0,0.0,0.31,1,0.2486388809187785,0.2854555523675114,Low,0.2731833285512671,Low ESG Impact
92.72,53.92,10,75643,1.0,0.0,0.0,0.0,0.04,0,0.0876344270082062,0.0590537708032824,Low,0.06858065620492372,Low ESG Impact
43.87,86.49,7,46656,0.0,0.0,0.0,0.0,0.365,1,0.2135423849691723,0.3044169539876689,Low,0.2741254309815033,Low ESG Impact
15.13,60.57,17,60797,0.0,0.0,0.0,1.0,0.165,0,0.1501620197890825,0.159064807915633,Low,0.1560972118734495,Low ESG Impact
84.47,45.09,11,72383,0.0,0.0,0.0,0.0,0.48,1,0.1501620197890825,0.348064807915633,Low,0.2820972118734495,Low ESG Impact
75.68,74.78,5,78231,0.0,0.0,0.0,0.0,0.315,1,0.1955608343259939,0.2672243337303975,Low,0.24333650059559633,Low ESG Impact
45.83,46.18,2,61275,1.0,0.0,0.0,0.0,0.26,0,0.169812875576841,0.2239251502307364,Low,0.2058877253461046,Low ESG Impact
45.94,57.09,8,65330,1.0,0.0,0.0,0.0,0.32,1,0.0896586711085462,0.2278634684434184,Low,0.18179520266512772,Low ESG Impact
26.19,91.3,5,30940,0.0,0.0,0.0,0.0,0.275,0,0.6173021920843857,0.4119208768337543,Medium,0.48038131525063144,Medium ESG Impact
20.94,47.87,16,57507,0.0,0.0,1.0,0.0,0.29,0,0.1639455405318127,0.239578216212725,Low,0.21436732431908762,Low ESG Impact
51.74,61.94,1,34296,1.0,0.0,0.0,0.0,0.275,0,0.078737817511186,0.1964951270044744,Low,0.1572426905067116,Low ESG Impact
22.64,62.16,14,63184,0.0,0.0,0.0,1.0,0.115,0,0.2091510547758706,0.1526604219103482,Low,0.17149063286552235,Low ESG Impact
43.41,42.63,17,53877,0.0,1.0,0.0,0.0,0.195,0,0.2445876099307305,0.2148350439722922,Low,0.22475256595843832,Low ESG Impact
47.68,54.42,17,73299,0.0,0.0,1.0,0.0,0.135,0,0.2409491122139188,0.1773796448855675,Low,0.1985694673283513,Low ESG Impact
31.48,69.34,6,44319,0.0,0.0,0.0,0.0,0.325,1,0.175431472504815,0.265172589001926,Low,0.23525888350288898,Low ESG Impact
8.08,52.69,7,56164,1.0,0.0,0.0,0.0,0.26,0,0.2933022900441832,0.2733209160176733,Low,0.2799813740265099,Low ESG Impact
86.44,92.14,13,23977,0.0,1.0,0.0,0.0,0.125,0,0.3664483334862846,0.2215793333945138,Low,0.2698690000917707,Low ESG Impact
27.45,42.19,8,79689,0.0,1.0,0.0,0.0,0.335,1,0.1754597031032669,0.2711838812413067,Low,0.23927582186196014,Low ESG Impact
18.99,46.63,17,53375,0.0,0.0,0.0,1.0,0.11,0,0.1332870620363262,0.1193148248145304,Low,0.12397223722179573,Low ESG Impact
54.68,60.74,3,31999,0.0,0.0,0.0,0.0,0.26,0,0.1802548026928708,0.2281019210771483,Low,0.2121528816157225,Low ESG Impact
68.44,54.62,13,45050,1.0,0.0,0.0,0.0,0.095,0,0.3978294812997656,0.2161317925199062,Low,0.27669768877985934,Low ESG Impact
68.23,43.9,9,77466,0.0,0.0,0.0,1.0,0.21,0,0.2448041148078469,0.2239216459231387,Low,0.23088246888470815,Low ESG Impact
47.56,94.12,15,45408,0.0,0.0,0.0,0.0,0.22,0,0.0184707247220158,0.1393882898888063,Low,0.09908243483320948,Low ESG Impact
82.05,56.86,2,42390,0.0,0.0,0.0,0.0,0.12,0,0.2967353733052291,0.1906941493220916,Low,0.22604122398313747,Low ESG Impact
78.65,53.46,11,63432,1.0,0.0,0.0,0.0,0.2,0,0.4121660112420236,0.2848664044968094,Low,0.3272996067452142,Low ESG Impact
34.53,76.44,3,43811,0.0,0.0,0.0,1.0,0.305,1,0.0617638762673817,0.2077055505069526,Low,0.15905832576042903,Low ESG Impact
46.25,35.75,16,28721,1.0,0.0,0.0,0.0,0.19,0,0.219363597085555,0.201745438834222,Low,0.207618158251333,Low ESG Impact
77.06,54.78,5,63589,0.0,0.0,1.0,0.0,0.115,0,0.5096824053091735,0.2728729621236694,Low,0.3518094431855041,Low ESG Impact
61.3,77.09,13,41502,0.0,0.0,1.0,0.0,0.315,1,0.3166448252950065,0.3156579301180026,Low,0.31598689517700385,Low ESG Impact
64.06,45.57,16,58121,0.0,0.0,0.0,0.0,0.195,0,0.232159231061861,0.2098636924247444,Low,0.21729553863711662,Low ESG Impact
8.74,56.65,1,33126,0.0,0.0,0.0,1.0,0.115,0,0.3542098467266333,0.2106839386906533,Low,0.25852590803597997,Low ESG Impact
96.83,87.69,4,69168,1.0,0.0,0.0,0.0,0.18,0,0.4224527237160432,0.2769810894864173,Low,0.32547163422962594,Low ESG Impact
41.09,61.71,12,75685,1.0,0.0,0.0,0.0,0.105,0,0.7989569284202812,0.3825827713681125,Low,0.5213741570521687,Medium ESG Impact
18.74,69.08,12,58402,1.0,0.0,0.0,0.0,0.13,0,0.2933022900441832,0.1953209160176732,Low,0.22798137402650992,Low ESG Impact
73.35,70.88,6,48856,0.0,0.0,0.0,1.0,0.3,1,0.0373928905485328,0.1949571562194131,Low,0.14243573432911968,Low ESG Impact
62.93,71.55,13,47483,1.0,0.0,0.0,0.0,0.165,0,0.6633205124202656,0.3643282049681062,Low,0.46399230745215936,Medium ESG Impact
90.95,72.33,7,76379,0.0,0.0,1.0,0.0,0.195,0,0.364572565547747,0.2628290262190987,Low,0.29674353932864816,Low ESG Impact
6.7,46.53,8,49184,0.0,0.0,1.0,0.0,0.245,0,0.161053136548368,0.2114212546193472,Low,0.1946318819290208,Low ESG Impact
28.11,66.06,3,68392,0.0,1.0,0.0,0.0,0.14,0,0.0245834654768499,0.0938333861907399,Low,0.07075007928610995,Low ESG Impact
10.63,42.43,12,32998,0.0,1.0,0.0,0.0,0.445,1,0.5447567124527187,0.4849026849810875,Medium,0.5048540274716312,Medium ESG Impact
85.34,50.76,2,28676,0.0,1.0,0.0,0.0,0.11,0,0.1269902352167693,0.1167960940867077,Low,0.12019414113006158,Low ESG Impact
19.64,40.96,11,58679,0.0,0.0,1.0,0.0,0.27,0,0.4995041491246975,0.361801659649879,Low,0.40770248947481846,Medium ESG Impact
72.76,75.15,16,47366,0.0,1.0,0.0,0.0,0.36,1,0.6450799076460824,0.474031963058433,Medium,0.5310479445876494,Medium ESG Impact
24.19,70.86,2,26857,0.0,0.0,0.0,1.0,0.23,0,0.8789409908288827,0.4895763963315531,Medium,0.6193645944973295,Medium ESG Impact
46.87,75.81,13,60067,0.0,0.0,0.0,1.0,0.11,0,0.6273791508573614,0.3169516603429446,Low,0.4204274905144168,Medium ESG Impact
39.86,45.09,10,63968,0.0,1.0,0.0,0.0,0.345,1,0.2803674766878657,0.3191469906751463,Low,0.3062204860127194,Low ESG Impact
81.27,79.28,13,48927,0.0,0.0,0.0,0.0,0.34,1,0.1091960612870268,0.2476784245148107,Low,0.20151763677221607,Low ESG Impact
55.16,41.65,16,23735,0.0,1.0,0.0,0.0,0.085,0,0.1733017065195246,0.1203206826078098,Low,0.13798102391171474,Low ESG Impact
35.75,39.31,8,75179,0.0,0.0,0.0,0.0,0.295,0,0.2302676993884859,0.2691070797553944,Low,0.25616061963309156,Low ESG Impact
71.13,47.03,6,48211,0.0,0.0,0.0,1.0,0.135,0,0.1331721033828985,0.1342688413531594,Low,0.13390326202973912,Low ESG Impact
24.7,89.42,4,32425,1.0,0.0,0.0,0.0,0.085,0,0.1634096087110453,0.1163638434844181,Low,0.13204576522662717,Low ESG Impact
91.59,38.49,6,28975,0.0,0.0,1.0,0.0,0.15,0,0.0893999160372282,0.1257599664148913,Low,0.11363994962233692,Low ESG Impact
57.63,43.77,11,29596,0.0,1.0,0.0,0.0,0.4,1,0.1617988714769244,0.3047195485907698,Low,0.25707932288615465,Low ESG Impact
51.98,42.29,7,34502,0.0,0.0,0.0,0.0,0.39,1,0.1377347074962019,0.2890938829984807,Low,0.23864082449772117,Low ESG Impact
98.74,61.03,5,47395,0.0,0.0,0.0,0.0,0.26,0,0.0492691922314389,0.1757076768925755,Low,0.13356151533886335,Low ESG Impact
24.93,77.79,1,25225,0.0,0.0,0.0,1.0,0.185,0,0.1046459102504391,0.1528583641001756,Low,0.13678754615026345,Low ESG Impact
34.97,93.7,12,33774,1.0,0.0,0.0,0.0,0.3,1,0.436445623180587,0.3545782492722348,Low,0.3818673739083522,Low ESG Impact
66.43,85.87,4,37401,0.0,0.0,0.0,1.0,0.45,1,0.2446901648916747,0.3678760659566699,Low,0.3268140989350048,Low ESG Impact
94.61,47.59,12,63419,1.0,0.0,0.0,0.0,0.14,0,0.0225705046529423,0.0930282018611769,Low,0.06954230279176539,Low ESG Impact
99.61,72.88,10,41362,0.0,0.0,0.0,0.0,0.155,0,0.4360425412300782,0.2674170164920313,Low,0.3236255247380469,Low ESG Impact
24.0,46.14,8,70867,0.0,0.0,1.0,0.0,0.27,0,0.2195309010346159,0.2498123604138463,Low,0.23971854062076955,Low ESG Impact
45.89,47.79,5,78450,1.0,0.0,0.0,0.0,0.265,0,0.1217132498142718,0.2076852999257087,Low,0.17902794988856308,Low ESG Impact
52.8,88.57,8,42938,1.0,0.0,0.0,0.0,0.195,0,0.0,0.1169999999999999,Low,0.07800000000000001,Low ESG Impact
80.83,40.33,12,77724,0.0,1.0,0.0,0.0,0.35,1,0.1377098329450772,0.2650839331780308,Low,0.22262589976704628,Low ESG Impact
12.37,89.59,6,68508,0.0,0.0,0.0,1.0,0.17,0,0.4397175573900803,0.2778870229560321,Low,0.33183053443404814,Low ESG Impact
51.56,56.92,10,45762,1.0,0.0,0.0,0.0,0.155,0,0.1253510770886673,0.1431404308354669,Low,0.1372106462532004,Low ESG Impact
18.38,86.62,8,70417,0.0,1.0,0.0,0.0,0.125,0,0.2283289998572717,0.1663315999429087,Low,0.18699739991436304,Low ESG Impact
71.07,68.58,12,37749,1.0,0.0,0.0,0.0,0.125,0,0.2236226794245924,0.1644490717698369,Low,0.18417360765475543,Low ESG Impact
21.85,79.79,14,46827,1.0,0.0,0.0,0.0,0.19,0,0.5250499361477461,0.3240199744590984,Low,0.3910299616886477,Low ESG Impact
49.24,66.49,13,50465,0.0,1.0,0.0,0.0,0.16,0,0.1356170987970174,0.1502468395188069,Low,0.14537025927821043,Low ESG Impact
87.88,80.76,8,39791,0.0,1.0,0.0,0.0,0.18,0,0.25244595569682,0.208978382278728,Low,0.22346757341809198,Low ESG Impact
93.33,62.12,14,79464,1.0,0.0,0.0,0.0,0.125,0,0.3142672224426493,0.2007068889770597,Low,0.23856033346558958,Low ESG Impact
51.84,78.89,7,66464,1.0,0.0,0.0,0.0,0.2,0,0.3315646992653694,0.2526258797061478,Low,0.2789388195592216,Low ESG Impact
31.86,82.97,17,28253,0.0,0.0,0.0,1.0,0.17,0,0.1558526355466956,0.1643410542186782,Low,0.16151158132801735,Low ESG Impact
45.63,42.01,9,68931,0.0,0.0,1.0,0.0,0.235,0,0.0691208914513704,0.1686483565805481,Low,0.13547253487082223,Low ESG Impact
66.07,48.94,9,55652,0.0,0.0,0.0,1.0,0.295,0,0.2398953096779275,0.272958123871171,Low,0.2619371858067565,Low ESG Impact
49.65,65.31,9,56561,0.0,0.0,0.0,0.0,0.5,1,0.0821289182963191,0.3328515673185276,Low,0.24927735097779147,Low ESG Impact
96.36,87.82,8,67181,0.0,0.0,0.0,0.0,0.435,1,0.1091960612870268,0.3046784245148107,Low,0.2395176367722161,Low ESG Impact
60.43,65.24,13,36125,0.0,0.0,1.0,0.0,0.335,1,0.2944647116822763,0.3187858846729105,Low,0.3106788270093658,Low ESG Impact
16.39,87.87,17,75535,1.0,0.0,0.0,0.0,0.345,1,0.238988901672844,0.3025955606691376,Low,0.2813933410037064,Low ESG Impact
85.82,76.05,7,50504,0.0,1.0,0.0,0.0,0.235,0,0.5130932457438993,0.3462372982975596,Low,0.40185594744633957,Medium ESG Impact
50.76,61.14,2,25543,0.0,0.0,0.0,1.0,0.215,0,0.0824958279627397,0.1619983311850958,Low,0.13549749677764383,Low ESG Impact
38.61,49.46,3,79960,0.0,0.0,0.0,1.0,0.125,0,0.2634609615952686,0.1803843846381074,Low,0.20807657695716114,Low ESG Impact
94.18,36.45,9,67724,0.0,0.0,0.0,1.0,0.195,0,0.115515350986254,0.1632061403945016,Low,0.1473092105917524,Low ESG Impact
43.82,60.18,7,51850,0.0,0.0,0.0,1.0,0.145,0,0.070930267291128,0.1153721069164512,Low,0.1005581603746768,Low ESG Impact
95.29,35.94,6,52283,0.0,0.0,0.0,0.0,0.21,0,0.0653637382803725,0.152145495312149,Low,0.12321824296822351,Low ESG Impact
44.03,73.09,6,59221,0.0,0.0,0.0,0.0,0.2,0,0.2625446087648044,0.2250178435059217,Low,0.23752676525888264,Low ESG Impact
46.81,58.31,17,57712,0.0,1.0,0.0,0.0,0.135,0,0.4279444886916105,0.2521777954766442,Low,0.3107666932149663,Low ESG Impact
66.26,94.41,14,37427,0.0,1.0,0.0,0.0,0.31,1,0.1121940571578377,0.230877622863135,Low,0.19131643429470263,Low ESG Impact
43.33,72.58,10,24299,1.0,0.0,0.0,0.0,0.31,1,0.1809417822503547,0.2583767129001418,Low,0.23256506935021282,Low ESG Impact
80.49,76.03,6,56673,0.0,0.0,0.0,1.0,0.23,0,0.689607936986531,0.4138431747946124,Medium,0.5057647621919186,Medium ESG Impact
40.33,93.64,7,33809,1.0,0.0,0.0,0.0,0.155,0,0.0131393296880931,0.0982557318752372,Low,0.06988359781285586,Low ESG Impact
8.41,54.96,16,49121,1.0,0.0,0.0,0.0,0.2,0,0.1733017065195246,0.1893206826078098,Low,0.18398102391171478,Low ESG Impact
80.06,84.59,9,24018,1.0,0.0,0.0,0.0,0.14,0,0.049650527752701,0.1038602111010804,Low,0.08579031665162061,Low ESG Impact
28.49,40.71,12,42081,0.0,0.0,0.0,1.0,0.33,1,0.4555729682504413,0.3802291873001765,Low,0.4053437809502648,Medium ESG Impact
70.86,64.65,2,76787,0.0,1.0,0.0,0.0,0.515,1,0.0349280890561297,0.3229712356224519,Low,0.22695685343367783,Low ESG Impact
73.05,56.85,11,44922,0.0,0.0,1.0,0.0,0.155,0,0.827665435258229,0.4240661741032916,Medium,0.5585992611549373,Medium ESG Impact
7.0,82.77,5,41503,0.0,1.0,0.0,0.0,0.36,1,0.5413794642333651,0.432551785693346,Medium,0.46882767854001905,Medium ESG Impact
91.57,46.75,16,69648,0.0,1.0,0.0,0.0,0.31,1,0.4725741236791031,0.3750296494716412,Low,0.40754447420746187,Medium ESG Impact
5.77,35.41,2,26651,0.0,0.0,1.0,0.0,0.155,0,0.4985812580273711,0.2924325032109484,Low,0.3611487548164226,Low ESG Impact
9.28,87.98,4,28443,0.0,0.0,1.0,0.0,0.275,0,0.3041449501805057,0.2866579800722023,Low,0.29248697010830343,Low ESG Impact
61.01,61.09,9,44751,1.0,0.0,0.0,0.0,0.175,0,0.1256233564355945,0.1552493425742377,Low,0.14537401386135668,Low ESG Impact
53.93,53.09,4,37767,0.0,0.0,1.0,0.0,0.305,1,0.3129338122173939,0.3081735248869576,Low,0.30976028733043637,Low ESG Impact
90.55,59.66,8,47013,0.0,1.0,0.0,0.0,0.315,1,0.2828274585146892,0.3021309834058757,Low,0.29569647510881353,Low ESG Impact
5.79,69.62,11,31859,0.0,1.0,0.0,0.0,0.24,0,0.4619533978585192,0.3287813591434076,Low,0.3731720387151115,Low ESG Impact
59.72,88.04,15,55882,0.0,1.0,0.0,0.0,0.57,1,0.1860282392438395,0.4164112956975357,Medium,0.3396169435463037,Low ESG Impact
30.71,76.63,9,62690,0.0,0.0,1.0,0.0,0.23,0,0.1748092812413882,0.2079237124965552,Low,0.19688556874483293,Low ESG Impact
53.79,36.11,8,35549,0.0,0.0,0.0,0.0,0.165,0,0.3734993063880237,0.2483997225552094,Low,0.2900995838328142,Low ESG Impact
80.02,61.89,10,31534,0.0,0.0,1.0,0.0,0.25,0,0.3274196615250481,0.2809678646100192,Low,0.2964517969150289,Low ESG Impact
15.25,65.68,17,45247,0.0,0.0,1.0,0.0,0.37,1,0.3288888155809253,0.3535555262323701,Low,0.3453332893485552,Low ESG Impact
28.37,73.28,5,30304,0.0,0.0,0.0,1.0,0.225,0,0.2530951770553204,0.2362380708221281,Low,0.24185710623319223,Low ESG Impact
29.49,38.69,15,45736,0.0,1.0,0.0,0.0,0.305,1,0.416182308656998,0.3494729234627992,Low,0.3717093851941988,Low ESG Impact
44.85,89.16,16,66688,0.0,0.0,0.0,0.0,0.24,0,0.2366428343767868,0.2386571337507147,Low,0.23798570062607208,Low ESG Impact
8.11,36.12,8,71482,0.0,0.0,1.0,0.0,0.155,0,0.2151501012447273,0.1790600404978909,Low,0.19109006074683638,Low ESG Impact
64.54,39.46,11,33403,0.0,0.0,0.0,0.0,0.24,0,0.1317523840335142,0.1967009536134056,Low,0.1750514304201085,Low ESG Impact
67.38,46.4,12,54719,0.0,1.0,0.0,0.0,0.25,0,0.1345435681252871,0.2038174272501148,Low,0.18072614087517225,Low ESG Impact
6.97,35.87,3,69674,1.0,0.0,0.0,0.0,0.175,0,0.3043230100129765,0.2267292040051906,Low,0.2525938060077859,Low ESG Impact
37.47,50.29,11,37048,0.0,0.0,0.0,0.0,0.165,0,0.7617272742134511,0.4036909096853804,Medium,0.5230363645280707,Medium ESG Impact
30.28,68.54,12,33768,0.0,0.0,0.0,1.0,0.215,0,0.3350476265290457,0.2630190506116183,Low,0.2870285759174274,Low ESG Impact
35.97,80.9,11,76042,0.0,0.0,0.0,0.0,0.32,1,0.2220836395341543,0.2808334558136617,Low,0.2612501837204926,Low ESG Impact
7.7,38.3,4,53804,0.0,1.0,0.0,0.0,0.19,0,0.4731005985175104,0.3032402394070042,Low,0.35986035911050623,Low ESG Impact
40.61,82.61,2,61059,1.0,0.0,0.0,0.0,0.24,0,0.3741930581576706,0.2936772232630682,Low,0.32051583489460234,Low ESG Impact
46.52,78.5,11,65709,0.0,0.0,0.0,0.0,0.395,1,0.1256233564355945,0.2872493425742378,Low,0.23337401386135673,Low ESG Impact
42.58,50.45,12,23306,0.0,1.0,0.0,0.0,0.09,0,0.3228983521480236,0.1831593408592094,Low,0.22973901128881416,Low ESG Impact
72.8,60.59,10,40077,0.0,1.0,0.0,0.0,0.165,0,0.2689996224944708,0.2065998489977883,Low,0.22739977349668247,Low ESG Impact
40.7,89.58,8,34494,0.0,0.0,1.0,0.0,0.485,1,0.1250097172691608,0.3410038869076643,Low,0.2690058303614965,Low ESG Impact
89.22,80.88,14,32002,0.0,0.0,0.0,1.0,0.22,0,0.1903321541189714,0.2081328616475885,Low,0.20219929247138285,Low ESG Impact
27.86,67.85,14,42166,0.0,0.0,0.0,0.0,0.12,0,0.3977144097743565,0.2310857639097426,Low,0.2866286458646139,Low ESG Impact
47.99,88.45,17,26300,1.0,0.0,0.0,0.0,0.18,0,0.2723806192424182,0.2169522476969672,Low,0.23542837154545088,Low ESG Impact
68.15,92.18,14,23638,0.0,0.0,0.0,1.0,0.15,0,0.2603822535181584,0.1941529014072633,Low,0.21622935211089503,Low ESG Impact
30.55,76.05,15,31866,1.0,0.0,0.0,0.0,0.24,0,0.173656443103769,0.2134625772415075,Low,0.2001938658622614,Low ESG Impact
29.1,58.17,15,53242,1.0,0.0,0.0,0.0,0.19,0,0.1609146326325873,0.1783658530530349,Low,0.1725487795795524,Low ESG Impact
59.23,91.99,12,79787,0.0,1.0,0.0,0.0,0.37,1,0.2372737572071347,0.3169095028828539,Low,0.2903642543242808,Low ESG Impact
